""	"ID"	"Symbol"	"COL"	"ROW"	"NAME"
"28599"	"TC08000220.hg.1"	"FZD3"	"NA"	"NA"	"NM_017412"
"28600"	"TC08000221.hg.1"	"RNA5SP259"	"NA"	"NA"	"ENST00000365541"
"28601"	"TC08000222.hg.1"	"EXTL3"	"NA"	"NA"	"NM_001440"
"28602"	"TC08000223.hg.1"	"OTTHUMG00000164031"	"NA"	"NA"	"OTTHUMT00000376865"
"28603"	"TC08000224.hg.1"	"NA"	"NA"	"NA"	"---"
"28604"	"TC08000225.hg.1"	"HMBOX1"	"NA"	"NA"	"NM_001135726"
"28605"	"TC08000226.hg.1"	"HMBOX1-IT1"	"NA"	"NA"	"ENST00000558292"
"28606"	"TC08000227.hg.1"	"NA"	"NA"	"NA"	"---"
"28607"	"TC08000228.hg.1"	"NA"	"NA"	"NA"	"---"
"28608"	"TC08000229.hg.1"	"NA"	"NA"	"NA"	"---"
"28609"	"TC08000230.hg.1"	"OTTHUMG00000164033"	"NA"	"NA"	"OTTHUMT00000376885"
"28610"	"TC08000231.hg.1"	"OTTHUMG00000163795"	"NA"	"NA"	"OTTHUMT00000375601"
"28611"	"TC08000232.hg.1"	"OTTHUMG00000163796"	"NA"	"NA"	"OTTHUMT00000375602"
"28612"	"TC08000233.hg.1"	"OTTHUMG00000163801"	"NA"	"NA"	"OTTHUMT00000375648"
"28613"	"TC08000234.hg.1"	"OTTHUMG00000163813"	"NA"	"NA"	"OTTHUMT00000375704"
"28614"	"TC08000235.hg.1"	"OTTHUMG00000163814"	"NA"	"NA"	"OTTHUMT00000375706"
"28615"	"TC08000236.hg.1"	"FAM183CP"	"NA"	"NA"	"NR_024473"
"28616"	"TC08000237.hg.1"	"NA"	"NA"	"NA"	"---"
"28617"	"TC08000239.hg.1"	"TUBBP1"	"NA"	"NA"	"ENST00000518096"
"28618"	"TC08000240.hg.1"	"RBPMS"	"NA"	"NA"	"NM_001008710"
"28619"	"TC08000241.hg.1"	"OTTHUMG00000163910"	"NA"	"NA"	"OTTHUMT00000376360"
"28620"	"TC08000242.hg.1"	"OTTHUMG00000163935"	"NA"	"NA"	"OTTHUMT00000376460"
"28621"	"TC08000243.hg.1"	"SMIM18"	"NA"	"NA"	"NM_001206847"
"28622"	"TC08000244.hg.1"	"RNU5A-3P"	"NA"	"NA"	"ENST00000363449"
"28623"	"TC08000245.hg.1"	"UBXN8"	"NA"	"NA"	"NM_005671"
"28624"	"TC08000246.hg.1"	"WRN"	"NA"	"NA"	"NM_000553"
"28625"	"TC08000247.hg.1"	"OTTHUMG00000163916"	"NA"	"NA"	"OTTHUMT00000376384"
"28626"	"TC08000248.hg.1"	"OTTHUMG00000163913"	"NA"	"NA"	"OTTHUMT00000376376"
"28627"	"TC08000249.hg.1"	"OTTHUMG00000163914"	"NA"	"NA"	"OTTHUMT00000376377"
"28628"	"TC08000250.hg.1"	"NRG1"	"NA"	"NA"	"NM_001160008"
"28629"	"TC08000251.hg.1"	"NRG1-IT1"	"NA"	"NA"	"ENST00000520444"
"28630"	"TC08000252.hg.1"	"NRG1-IT2"	"NA"	"NA"	"ENST00000523320"
"28631"	"TC08000253.hg.1"	"RNA5SP263"	"NA"	"NA"	"ENST00000363376"
"28632"	"TC08000254.hg.1"	"NRG1-IT3"	"NA"	"NA"	"ENST00000519023"
"28633"	"TC08000255.hg.1"	"NRG1"	"NA"	"NA"	"ENST00000523681"
"28634"	"TC08000256.hg.1"	"OTTHUMG00000163952"	"NA"	"NA"	"OTTHUMT00000376538"
"28635"	"TC08000257.hg.1"	"NA"	"NA"	"NA"	"---"
"28636"	"TC08000258.hg.1"	"MAK16"	"NA"	"NA"	"NM_032509"
"28637"	"TC08000259.hg.1"	"SNORD13"	"NA"	"NA"	"ENST00000459299"
"28638"	"TC08000260.hg.1"	"NA"	"NA"	"NA"	"---"
"28639"	"TC08000261.hg.1"	"OTTHUMG00000163972"	"NA"	"NA"	"OTTHUMT00000376662"
"28640"	"TC08000262.hg.1"	"NA"	"NA"	"NA"	"---"
"28641"	"TC08000263.hg.1"	"OTTHUMG00000163985"	"NA"	"NA"	"OTTHUMT00000376638"
"28642"	"TC08000264.hg.1"	"OTTHUMG00000163990"	"NA"	"NA"	"OTTHUMT00000376665"
"28643"	"TC08000265.hg.1"	"OTTHUMG00000163964"	"NA"	"NA"	"OTTHUMT00000376578"
"28644"	"TC08000266.hg.1"	"UNC5D"	"NA"	"NA"	"NM_080872"
"28645"	"TC08000267.hg.1"	"OTTHUMG00000163984"	"NA"	"NA"	"OTTHUMT00000376637"
"28646"	"TC08000268.hg.1"	"OTTHUMG00000163986"	"NA"	"NA"	"OTTHUMT00000376648"
"28647"	"TC08000269.hg.1"	"NA"	"NA"	"NA"	"---"
"28648"	"TC08000270.hg.1"	"RNA5SP264"	"NA"	"NA"	"ENST00000363115"
"28649"	"TC08000271.hg.1"	"KCNU1"	"NA"	"NA"	"NM_001031836"
"28650"	"TC08000272.hg.1"	"OTTHUMG00000163997"	"NA"	"NA"	"OTTHUMT00000376678"
"28651"	"TC08000273.hg.1"	"OTTHUMG00000164287"	"NA"	"NA"	"OTTHUMT00000378121"
"28652"	"TC08000274.hg.1"	"NA"	"NA"	"NA"	"---"
"28653"	"TC08000275.hg.1"	"ZNF703"	"NA"	"NA"	"NM_025069"
"28654"	"TC08000276.hg.1"	"OTTHUMG00000164004"	"NA"	"NA"	"OTTHUMT00000376707"
"28655"	"TC08000277.hg.1"	"ERLIN2"	"NA"	"NA"	"NM_001003790"
"28656"	"TC08000278.hg.1"	"PROSC"	"NA"	"NA"	"NM_007198"
"28657"	"TC08000279.hg.1"	"GPR124"	"NA"	"NA"	"NM_032777"
"28658"	"TC08000280.hg.1"	"OTTHUMG00000164037"	"NA"	"NA"	"OTTHUMT00000376898"
"28659"	"TC08000281.hg.1"	"EIF4EBP1"	"NA"	"NA"	"NM_004095"
"28660"	"TC08000282.hg.1"	"OTTHUMG00000164002"	"NA"	"NA"	"OTTHUMT00000376687"
"28661"	"TC08000283.hg.1"	"ASH2L"	"NA"	"NA"	"NM_001105214"
"28662"	"TC08000284.hg.1"	"NA"	"NA"	"NA"	"---"
"28663"	"TC08000285.hg.1"	"OTTHUMG00000164042"	"NA"	"NA"	"OTTHUMT00000376934"
"28664"	"TC08000286.hg.1"	"OTTHUMG00000164013"	"NA"	"NA"	"OTTHUMT00000376745"
"28665"	"TC08000287.hg.1"	"BAG4"	"NA"	"NA"	"NM_001204878"
"28666"	"TC08000288.hg.1"	"DDHD2"	"NA"	"NA"	"NM_001164232"
"28667"	"TC08000289.hg.1"	"NA"	"NA"	"NA"	"---"
"28668"	"TC08000290.hg.1"	"NA"	"NA"	"NA"	"---"
"28669"	"TC08000291.hg.1"	"LETM2"	"NA"	"NA"	"NM_144652"
"28670"	"TC08000292.hg.1"	"NA"	"NA"	"NA"	"---"
"28671"	"TC08000293.hg.1"	"TACC1"	"NA"	"NA"	"NM_006283"
"28672"	"TC08000294.hg.1"	"NA"	"NA"	"NA"	"---"
"28673"	"TC08000295.hg.1"	"OTTHUMG00000164068"	"NA"	"NA"	"OTTHUMT00000377067"
"28674"	"TC08000296.hg.1"	"PLEKHA2"	"NA"	"NA"	"NM_021623"
"28675"	"TC08000297.hg.1"	"HTRA4"	"NA"	"NA"	"NM_153692"
"28676"	"TC08000298.hg.1"	"ADAM9"	"NA"	"NA"	"NM_003816"
"28677"	"TC08000299.hg.1"	"ADAM32"	"NA"	"NA"	"NM_145004"
"28678"	"TC08000300.hg.1"	"ADAM5"	"NA"	"NA"	"NR_001448"
"28679"	"TC08000301.hg.1"	"OTTHUMG00000164038"	"NA"	"NA"	"OTTHUMT00000376912"
"28680"	"TC08000302.hg.1"	"NA"	"NA"	"NA"	"---"
"28681"	"TC08000303.hg.1"	"LOC100130964"	"NA"	"NA"	"ENST00000519537"
"28682"	"TC08000304.hg.1"	"ADAM18"	"NA"	"NA"	"NM_001190956"
"28683"	"TC08000305.hg.1"	"IDO1"	"NA"	"NA"	"NM_002164"
"28684"	"TC08000306.hg.1"	"OTTHUMG00000164188"	"NA"	"NA"	"OTTHUMT00000377716"
"28685"	"TC08000307.hg.1"	"IDO2"	"NA"	"NA"	"NM_194294"
"28686"	"TC08000308.hg.1"	"OTTHUMG00000164043"	"NA"	"NA"	"OTTHUMT00000376941"
"28687"	"TC08000309.hg.1"	"OTTHUMG00000164044"	"NA"	"NA"	"OTTHUMT00000376942"
"28688"	"TC08000310.hg.1"	"C8orf4"	"NA"	"NA"	"NM_020130"
"28689"	"TC08000311.hg.1"	"OTTHUMG00000164046"	"NA"	"NA"	"OTTHUMT00000376944"
"28690"	"TC08000312.hg.1"	"OTTHUMG00000164048"	"NA"	"NA"	"OTTHUMT00000376948"
"28691"	"TC08000313.hg.1"	"NA"	"NA"	"NA"	"---"
"28692"	"TC08000314.hg.1"	"NA"	"NA"	"NA"	"---"
"28693"	"TC08000315.hg.1"	"NA"	"NA"	"NA"	"---"
"28694"	"TC08000316.hg.1"	"OTTHUMG00000164076"	"NA"	"NA"	"OTTHUMT00000377136"
"28695"	"TC08000317.hg.1"	"GOLGA7"	"NA"	"NA"	"NM_001002296"
"28696"	"TC08000318.hg.1"	"GINS4"	"NA"	"NA"	"NM_032336"
"28697"	"TC08000319.hg.1"	"AGPAT6"	"NA"	"NA"	"NM_178819"
"28698"	"TC08000320.hg.1"	"MIR486"	"NA"	"NA"	"ENST00000408108"
"28699"	"TC08000321.hg.1"	"OTTHUMG00000164084"	"NA"	"NA"	"OTTHUMT00000377179"
"28700"	"TC08000322.hg.1"	"NA"	"NA"	"NA"	"---"
"28701"	"TC08000323.hg.1"	"OTTHUMG00000164085"	"NA"	"NA"	"OTTHUMT00000377180"
"28702"	"TC08000324.hg.1"	"AP3M2"	"NA"	"NA"	"NM_001134296"
"28703"	"TC08000325.hg.1"	"IKBKB"	"NA"	"NA"	"NM_001190720"
"28704"	"TC08000326.hg.1"	"POLB"	"NA"	"NA"	"NM_002690"
"28705"	"TC08000327.hg.1"	"VDAC3"	"NA"	"NA"	"NM_001135694"
"28706"	"TC08000328.hg.1"	"SMIM19"	"NA"	"NA"	"NM_001135674"
"28707"	"TC08000329.hg.1"	"CHRNB3"	"NA"	"NA"	"NM_000749"
"28708"	"TC08000331.hg.1"	"NA"	"NA"	"NA"	"---"
"28709"	"TC08000332.hg.1"	"SGK196"	"NA"	"NA"	"NM_032237"
"28710"	"TC08000333.hg.1"	"HGSNAT"	"NA"	"NA"	"NM_152419"
"28711"	"TC08000334.hg.1"	"POTEA"	"NA"	"NA"	"NM_001002920"
"28712"	"TC08000335.hg.1"	"NA"	"NA"	"NA"	"---"
"28713"	"TC08000336.hg.1"	"NA"	"NA"	"NA"	"---"
"28714"	"TC08000337.hg.1"	"NA"	"NA"	"NA"	"---"
"28715"	"TC08000338.hg.1"	"NA"	"NA"	"NA"	"---"
"28716"	"TC08000339.hg.1"	"LINC00293"	"NA"	"NA"	"NR_027012"
"28717"	"TC08000340.hg.1"	"NA"	"NA"	"NA"	"---"
"28718"	"TC08000341.hg.1"	"LOC100505775"	"NA"	"NA"	"ENST00000524012"
"28719"	"TC08000342.hg.1"	"LOC100287846"	"NA"	"NA"	"NR_037168"
"28720"	"TC08000343.hg.1"	"KIAA0146"	"NA"	"NA"	"NM_001080394"
"28721"	"TC08000344.hg.1"	"NA"	"NA"	"NA"	"---"
"28722"	"TC08000345.hg.1"	"NA"	"NA"	"NA"	"---"
"28723"	"TC08000346.hg.1"	"MCM4"	"NA"	"NA"	"NM_005914"
"28724"	"TC08000347.hg.1"	"NA"	"NA"	"NA"	"---"
"28725"	"TC08000348.hg.1"	"UBE2V2"	"NA"	"NA"	"NM_003350"
"28726"	"TC08000349.hg.1"	"OTTHUMG00000164198"	"NA"	"NA"	"OTTHUMT00000377771"
"28727"	"TC08000350.hg.1"	"OTTHUMG00000141277"	"NA"	"NA"	"OTTHUMT00000280498"
"28728"	"TC08000351.hg.1"	"OTTHUMG00000164201"	"NA"	"NA"	"OTTHUMT00000377774"
"28729"	"TC08000352.hg.1"	"NA"	"NA"	"NA"	"---"
"28730"	"TC08000353.hg.1"	"C8orf22"	"NA"	"NA"	"NM_001007176"
"28731"	"TC08000354.hg.1"	"OTTHUMG00000164208"	"NA"	"NA"	"OTTHUMT00000377820"
"28732"	"TC08000355.hg.1"	"NA"	"NA"	"NA"	"---"
"28733"	"TC08000356.hg.1"	"SNTG1"	"NA"	"NA"	"NM_018967"
"28734"	"TC08000358.hg.1"	"OTTHUMG00000164258"	"NA"	"NA"	"OTTHUMT00000377970"
"28735"	"TC08000359.hg.1"	"NA"	"NA"	"NA"	"---"
"28736"	"TC08000360.hg.1"	"OTTHUMG00000164243"	"NA"	"NA"	"OTTHUMT00000377902"
"28737"	"TC08000361.hg.1"	"NA"	"NA"	"NA"	"---"
"28738"	"TC08000362.hg.1"	"OTTHUMG00000164247"	"NA"	"NA"	"OTTHUMT00000378007"
"28739"	"TC08000363.hg.1"	"NA"	"NA"	"NA"	"---"
"28740"	"TC08000364.hg.1"	"OTTHUMG00000164266"	"NA"	"NA"	"OTTHUMT00000378009"
"28741"	"TC08000365.hg.1"	"OTTHUMG00000164250"	"NA"	"NA"	"OTTHUMT00000377941"
"28742"	"TC08000366.hg.1"	"OTTHUMG00000164251"	"NA"	"NA"	"OTTHUMT00000377942"
"28743"	"TC08000367.hg.1"	"OTTHUMG00000164252"	"NA"	"NA"	"OTTHUMT00000377943"
"28744"	"TC08000368.hg.1"	"NPBWR1"	"NA"	"NA"	"BC107101"
"28745"	"TC08000369.hg.1"	"NA"	"NA"	"NA"	"---"
"28746"	"TC08000370.hg.1"	"OTTHUMG00000164229"	"NA"	"NA"	"OTTHUMT00000377862"
"28747"	"TC08000371.hg.1"	"RGS20"	"NA"	"NA"	"NM_170587"
"28748"	"TC08000372.hg.1"	"NA"	"NA"	"NA"	"---"
"28749"	"TC08000373.hg.1"	"NA"	"NA"	"NA"	"---"
"28750"	"TC08000374.hg.1"	"MRPL15"	"NA"	"NA"	"NM_014175"
"28751"	"TC08000375.hg.1"	"RNU105C"	"NA"	"NA"	"ENST00000362342"
"28752"	"TC08000376.hg.1"	"SOX17"	"NA"	"NA"	"NM_022454"
"28753"	"TC08000378.hg.1"	"XKR4"	"NA"	"NA"	"NM_052898"
"28754"	"TC08000379.hg.1"	"OTTHUMG00000164290"	"NA"	"NA"	"OTTHUMT00000378131"
"28755"	"TC08000380.hg.1"	"OTTHUMG00000164292"	"NA"	"NA"	"OTTHUMT00000378134"
"28756"	"TC08000381.hg.1"	"RNA5SP265"	"NA"	"NA"	"ENST00000411023"
"28757"	"TC08000382.hg.1"	"TGS1"	"NA"	"NA"	"NM_024831"
"28758"	"TC08000383.hg.1"	"LYN"	"NA"	"NA"	"NM_001111097"
"28759"	"TC08000384.hg.1"	"OTTHUMG00000164295"	"NA"	"NA"	"OTTHUMT00000378160"
"28760"	"TC08000385.hg.1"	"NA"	"NA"	"NA"	"---"
"28761"	"TC08000386.hg.1"	"OTTHUMG00000164298"	"NA"	"NA"	"OTTHUMT00000378173"
"28762"	"TC08000387.hg.1"	"CHCHD7"	"NA"	"NA"	"NM_001011667"
"28763"	"TC08000388.hg.1"	"OTTHUMG00000164410"	"NA"	"NA"	"OTTHUMT00000378652"
"28764"	"TC08000389.hg.1"	"NA"	"NA"	"NA"	"---"
"28765"	"TC08000390.hg.1"	"RNU6-13"	"NA"	"NA"	"ENST00000384248"
"28766"	"TC08000391.hg.1"	"LOC100507651"	"NA"	"NA"	"NR_038235"
"28767"	"TC08000392.hg.1"	"NA"	"NA"	"NA"	"---"
"28768"	"TC08000393.hg.1"	"LOC286177"	"NA"	"NA"	"NR_038874"
"28769"	"TC08000394.hg.1"	"LINC00588"	"NA"	"NA"	"NR_026772"
"28770"	"TC08000395.hg.1"	"NA"	"NA"	"NA"	"---"
"28771"	"TC08000396.hg.1"	"OTTHUMG00000164271"	"NA"	"NA"	"OTTHUMT00000378041"
"28772"	"TC08000397.hg.1"	"OTTHUMG00000164272"	"NA"	"NA"	"OTTHUMT00000378043"
"28773"	"TC08000398.hg.1"	"NA"	"NA"	"NA"	"---"
"28774"	"TC08000399.hg.1"	"LOC286178"	"NA"	"NA"	"ENST00000518934"
"28775"	"TC08000400.hg.1"	"OTTHUMG00000164281"	"NA"	"NA"	"OTTHUMT00000378087"
"28776"	"TC08000401.hg.1"	"FAM110B"	"NA"	"NA"	"NM_147189"
"28777"	"TC08000402.hg.1"	"UBXN2B"	"NA"	"NA"	"NM_001077619"
"28778"	"TC08000403.hg.1"	"SDCBP"	"NA"	"NA"	"NM_005625"
"28779"	"TC08000404.hg.1"	"NA"	"NA"	"NA"	"---"
"28780"	"TC08000405.hg.1"	"NA"	"NA"	"NA"	"---"
"28781"	"TC08000406.hg.1"	"LOC100505501"	"NA"	"NA"	"ENST00000517898"
"28782"	"TC08000407.hg.1"	"RNA5SP267"	"NA"	"NA"	"ENST00000364893"
"28783"	"TC08000408.hg.1"	"OTTHUMG00000164307"	"NA"	"NA"	"OTTHUMT00000378208"
"28784"	"TC08000409.hg.1"	"NA"	"NA"	"NA"	"---"
"28785"	"TC08000410.hg.1"	"RAB2A"	"NA"	"NA"	"NM_001242644"
"28786"	"TC08000411.hg.1"	"NA"	"NA"	"NA"	"---"
"28787"	"TC08000412.hg.1"	"CHD7"	"NA"	"NA"	"NM_017780"
"28788"	"TC08000413.hg.1"	"NA"	"NA"	"NA"	"---"
"28789"	"TC08000414.hg.1"	"CLVS1"	"NA"	"NA"	"NM_173519"
"28790"	"TC08000415.hg.1"	"KRT8"	"NA"	"NA"	"ENST00000394813"
"28791"	"TC08000416.hg.1"	"MIR4470"	"NA"	"NA"	"NR_039680"
"28792"	"TC08000417.hg.1"	"OTTHUMG00000164339"	"NA"	"NA"	"OTTHUMT00000378340"
"28793"	"TC08000418.hg.1"	"OTTHUMG00000164340"	"NA"	"NA"	"OTTHUMT00000378346"
"28794"	"TC08000419.hg.1"	"NA"	"NA"	"NA"	"---"
"28795"	"TC08000420.hg.1"	"NKAIN3"	"NA"	"NA"	"NM_173688"
"28796"	"TC08000421.hg.1"	"UG0898H09"	"NA"	"NA"	"NR_027378"
"28797"	"TC08000422.hg.1"	"OTTHUMG00000164364"	"NA"	"NA"	"OTTHUMT00000378451"
"28798"	"TC08000423.hg.1"	"OTTHUMG00000164366"	"NA"	"NA"	"OTTHUMT00000378459"
"28799"	"TC08000424.hg.1"	"YTHDF3"	"NA"	"NA"	"NM_152758"
"28800"	"TC08000425.hg.1"	"NA"	"NA"	"NA"	"---"
"28801"	"TC08000426.hg.1"	"OTTHUMG00000164396"	"NA"	"NA"	"OTTHUMT00000378598"
"28802"	"TC08000427.hg.1"	"OTTHUMG00000164397"	"NA"	"NA"	"OTTHUMT00000378599"
"28803"	"TC08000428.hg.1"	"OTTHUMG00000164398"	"NA"	"NA"	"OTTHUMT00000378600"
"28804"	"TC08000429.hg.1"	"LOC286184"	"NA"	"NA"	"NR_038875"
"28805"	"TC08000430.hg.1"	"LINC00966"	"NA"	"NA"	"NR_034102"
"28806"	"TC08000431.hg.1"	"MIR124-2"	"NA"	"NA"	"NR_029669"
"28807"	"TC08000432.hg.1"	"BHLHE22"	"NA"	"NA"	"NM_152414"
"28808"	"TC08000433.hg.1"	"NA"	"NA"	"NA"	"---"
"28809"	"TC08000434.hg.1"	"MTFR1"	"NA"	"NA"	"NM_001145838"
"28810"	"TC08000435.hg.1"	"DNAJC5B"	"NA"	"NA"	"NM_033105"
"28811"	"TC08000436.hg.1"	"OTTHUMG00000164472"	"NA"	"NA"	"OTTHUMT00000378920"
"28812"	"TC08000437.hg.1"	"NA"	"NA"	"NA"	"---"
"28813"	"TC08000438.hg.1"	"NA"	"NA"	"NA"	"---"
"28814"	"TC08000439.hg.1"	"TRIM55"	"NA"	"NA"	"NM_033058"
"28815"	"TC08000440.hg.1"	"LINC00967"	"NA"	"NA"	"NR_039979"
"28816"	"TC08000442.hg.1"	"NA"	"NA"	"NA"	"---"
"28817"	"TC08000444.hg.1"	"MCMDC2"	"NA"	"NA"	"NM_173518"
"28818"	"TC08000445.hg.1"	"NA"	"NA"	"NA"	"---"
"28819"	"TC08000447.hg.1"	"CSPP1"	"NA"	"NA"	"NM_024790"
"28820"	"TC08000448.hg.1"	"RNA5SP268"	"NA"	"NA"	"ENST00000516828"
"28821"	"TC08000449.hg.1"	"NA"	"NA"	"NA"	"---"
"28822"	"TC08000450.hg.1"	"NA"	"NA"	"NA"	"---"
"28823"	"TC08000451.hg.1"	"NA"	"NA"	"NA"	"---"
"28824"	"TC08000452.hg.1"	"PREX2"	"NA"	"NA"	"NM_024870"
"28825"	"TC08000453.hg.1"	"C8orf34"	"NA"	"NA"	"NM_001195639"
"28826"	"TC08000454.hg.1"	"RNA5SP269"	"NA"	"NA"	"ENST00000459032"
"28827"	"TC08000455.hg.1"	"NA"	"NA"	"NA"	"---"
"28828"	"TC08000456.hg.1"	"SULF1"	"NA"	"NA"	"NM_015170"
"28829"	"TC08000457.hg.1"	"NA"	"NA"	"NA"	"---"
"28830"	"TC08000458.hg.1"	"NA"	"NA"	"NA"	"---"
"28831"	"TC08000459.hg.1"	"NA"	"NA"	"NA"	"---"
"28832"	"TC08000460.hg.1"	"RNA5SP270"	"NA"	"NA"	"ENST00000411361"
"28833"	"TC08000461.hg.1"	"NA"	"NA"	"NA"	"---"
"28834"	"TC08000462.hg.1"	"OTTHUMG00000164437"	"NA"	"NA"	"OTTHUMT00000378762"
"28835"	"TC08000463.hg.1"	"NA"	"NA"	"NA"	"---"
"28836"	"TC08000464.hg.1"	"NA"	"NA"	"NA"	"---"
"28837"	"TC08000465.hg.1"	"LOC286190"	"NA"	"NA"	"NR_038881"
"28838"	"TC08000466.hg.1"	"XKR9"	"NA"	"NA"	"NM_001011720"
"28839"	"TC08000467.hg.1"	"OTTHUMG00000164432"	"NA"	"NA"	"OTTHUMT00000378757"
"28840"	"TC08000468.hg.1"	"NA"	"NA"	"NA"	"---"
"28841"	"TC08000469.hg.1"	"NA"	"NA"	"NA"	"---"
"28842"	"TC08000470.hg.1"	"OTTHUMG00000164487"	"NA"	"NA"	"OTTHUMT00000378971"
"28843"	"TC08000471.hg.1"	"LOC100132891"	"NA"	"NA"	"NR_033651"
"28844"	"TC08000472.hg.1"	"NA"	"NA"	"NA"	"---"
"28845"	"TC08000473.hg.1"	"OTTHUMG00000164458"	"NA"	"NA"	"OTTHUMT00000378871"
"28846"	"TC08000474.hg.1"	"RNA5SP271"	"NA"	"NA"	"ENST00000516700"
"28847"	"TC08000475.hg.1"	"OTTHUMG00000164459"	"NA"	"NA"	"OTTHUMT00000378872"
"28848"	"TC08000476.hg.1"	"KCNB2"	"NA"	"NA"	"NM_004770"
"28849"	"TC08000477.hg.1"	"OTTHUMG00000164491"	"NA"	"NA"	"OTTHUMT00000378981"
"28850"	"TC08000478.hg.1"	"OTTHUMG00000164521"	"NA"	"NA"	"OTTHUMT00000379092"
"28851"	"TC08000479.hg.1"	"TERF1"	"NA"	"NA"	"NM_003218"
"28852"	"TC08000480.hg.1"	"OTTHUMG00000164580"	"NA"	"NA"	"OTTHUMT00000379313"
"28853"	"TC08000481.hg.1"	"NA"	"NA"	"NA"	"---"
"28854"	"TC08000482.hg.1"	"RDH10"	"NA"	"NA"	"NM_172037"
"28855"	"TC08000483.hg.1"	"OTTHUMG00000164494"	"NA"	"NA"	"OTTHUMT00000378991"
"28856"	"TC08000484.hg.1"	"STAU2-AS1"	"NA"	"NA"	"NR_038406"
"28857"	"TC08000485.hg.1"	"NA"	"NA"	"NA"	"---"
"28858"	"TC08000486.hg.1"	"TMEM70"	"NA"	"NA"	"NM_001040613"
"28859"	"TC08000487.hg.1"	"LY96"	"NA"	"NA"	"NM_001195797"
"28860"	"TC08000488.hg.1"	"NA"	"NA"	"NA"	"---"
"28861"	"TC08000489.hg.1"	"OTTHUMG00000164505"	"NA"	"NA"	"OTTHUMT00000379034"
"28862"	"TC08000490.hg.1"	"NA"	"NA"	"NA"	"---"
"28863"	"TC08000491.hg.1"	"OTTHUMG00000164519"	"NA"	"NA"	"OTTHUMT00000379089"
"28864"	"TC08000492.hg.1"	"OTTHUMG00000164506"	"NA"	"NA"	"OTTHUMT00000379035"
"28865"	"TC08000493.hg.1"	"GDAP1"	"NA"	"NA"	"NM_001040875"
"28866"	"TC08000494.hg.1"	"NA"	"NA"	"NA"	"---"
"28867"	"TC08000495.hg.1"	"FLJ39080"	"NA"	"NA"	"NR_033830"
"28868"	"TC08000496.hg.1"	"MIR2052"	"NA"	"NA"	"NR_031744"
"28869"	"TC08000497.hg.1"	"PI15"	"NA"	"NA"	"NM_015886"
"28870"	"TC08000498.hg.1"	"CRISPLD1"	"NA"	"NA"	"NM_031461"
"28871"	"TC08000499.hg.1"	"HNF4G"	"NA"	"NA"	"NM_004133"
"28872"	"TC08000500.hg.1"	"OTTHUMG00000164553"	"NA"	"NA"	"OTTHUMT00000379189"
"28873"	"TC08000501.hg.1"	"ZFHX4"	"NA"	"NA"	"NM_024721"
"28874"	"TC08000502.hg.1"	"OTTHUMG00000164558"	"NA"	"NA"	"OTTHUMT00000379210"
"28875"	"TC08000503.hg.1"	"OTTHUMG00000164531"	"NA"	"NA"	"OTTHUMT00000379128"
"28876"	"TC08000504.hg.1"	"OTTHUMG00000164616"	"NA"	"NA"	"OTTHUMT00000379416"
"28877"	"TC08000505.hg.1"	"PKIA"	"NA"	"NA"	"NM_006823"
"28878"	"TC08000506.hg.1"	"ZC2HC1A"	"NA"	"NA"	"NM_016010"
"28879"	"TC08000507.hg.1"	"OTTHUMG00000164525"	"NA"	"NA"	"OTTHUMT00000379112"
"28880"	"TC08000508.hg.1"	"STMN2"	"NA"	"NA"	"NM_001199214"
"28881"	"TC08000509.hg.1"	"OTTHUMG00000164567"	"NA"	"NA"	"OTTHUMT00000379271"
"28882"	"TC08000510.hg.1"	"OTTHUMG00000164551"	"NA"	"NA"	"OTTHUMT00000379180"
"28883"	"TC08000511.hg.1"	"NA"	"NA"	"NA"	"---"
"28884"	"TC08000512.hg.1"	"ZBTB10"	"NA"	"NA"	"NM_001105539"
"28885"	"TC08000513.hg.1"	"NA"	"NA"	"NA"	"---"
"28886"	"TC08000514.hg.1"	"NA"	"NA"	"NA"	"---"
"28887"	"TC08000515.hg.1"	"OTTHUMG00000164593"	"NA"	"NA"	"OTTHUMT00000379356"
"28888"	"TC08000516.hg.1"	"OTTHUMG00000164594"	"NA"	"NA"	"OTTHUMT00000379357"
"28889"	"TC08000517.hg.1"	"OTTHUMG00000164595"	"NA"	"NA"	"OTTHUMT00000379358"
"28890"	"TC08000518.hg.1"	"FABP5"	"NA"	"NA"	"NM_001444"
"28891"	"TC08000519.hg.1"	"OTTHUMG00000164677"	"NA"	"NA"	"OTTHUMT00000379717"
"28892"	"TC08000520.hg.1"	"CHMP4C"	"NA"	"NA"	"NM_152284"
"28893"	"TC08000521.hg.1"	"OTTHUMG00000164770"	"NA"	"NA"	"OTTHUMT00000380161"
"28894"	"TC08000522.hg.1"	"NA"	"NA"	"NA"	"---"
"28895"	"TC08000523.hg.1"	"OTTHUMG00000164605"	"NA"	"NA"	"OTTHUMT00000379375"
"28896"	"TC08000524.hg.1"	"OTTHUMG00000164609"	"NA"	"NA"	"OTTHUMT00000379379"
"28897"	"TC08000525.hg.1"	"OTTHUMG00000164613"	"NA"	"NA"	"OTTHUMT00000379412"
"28898"	"TC08000526.hg.1"	"RALYL"	"NA"	"NA"	"NM_001100391"
"28899"	"TC08000527.hg.1"	"NA"	"NA"	"NA"	"---"
