""	"ID"	"Symbol"	"COL"	"ROW"	"NAME"
"314"	"TC01000318.hg.1"	"RHD"	"NA"	"NA"	"NM_016124"
"315"	"TC01000319.hg.1"	"TMEM50A"	"NA"	"NA"	"NM_014313"
"316"	"TC01000320.hg.1"	"NA"	"NA"	"NA"	"---"
"317"	"TC01000321.hg.1"	"NA"	"NA"	"NA"	"---"
"318"	"TC01000322.hg.1"	"TMEM57"	"NA"	"NA"	"NM_018202"
"319"	"TC01000323.hg.1"	"LDLRAP1"	"NA"	"NA"	"NM_015627"
"320"	"TC01000324.hg.1"	"OTTHUMG00000004419"	"NA"	"NA"	"OTTHUMT00000012834"
"321"	"TC01000325.hg.1"	"MAN1C1"	"NA"	"NA"	"NM_020379"
"322"	"TC01000327.hg.1"	"OTTHUMG00000007374"	"NA"	"NA"	"OTTHUMT00000019313"
"323"	"TC01000328.hg.1"	"NA"	"NA"	"NA"	"---"
"324"	"TC01000329.hg.1"	"NA"	"NA"	"NA"	"---"
"325"	"TC01000330.hg.1"	"NA"	"NA"	"NA"	"---"
"326"	"TC01000331.hg.1"	"NA"	"NA"	"NA"	"---"
"327"	"TC01000332.hg.1"	"EXTL1"	"NA"	"NA"	"NM_004455"
"328"	"TC01000333.hg.1"	"PDIK1L"	"NA"	"NA"	"NM_001243532"
"329"	"TC01000334.hg.1"	"FAM110D"	"NA"	"NA"	"NM_024869"
"330"	"TC01000335.hg.1"	"ZNF593"	"NA"	"NA"	"NM_015871"
"331"	"TC01000336.hg.1"	"CNKSR1"	"NA"	"NA"	"NM_006314"
"332"	"TC01000337.hg.1"	"CATSPER4"	"NA"	"NA"	"NM_198137"
"333"	"TC01000338.hg.1"	"NA"	"NA"	"NA"	"---"
"334"	"TC01000339.hg.1"	"CEP85"	"NA"	"NA"	"NM_022778"
"335"	"TC01000340.hg.1"	"NA"	"NA"	"NA"	"---"
"336"	"TC01000341.hg.1"	"SH3BGRL3"	"NA"	"NA"	"NM_031286"
"337"	"TC01000342.hg.1"	"CD52"	"NA"	"NA"	"NM_001803"
"338"	"TC01000343.hg.1"	"LIN28A"	"NA"	"NA"	"NM_024674"
"339"	"TC01000344.hg.1"	"DHDDS"	"NA"	"NA"	"NM_001243564"
"340"	"TC01000346.hg.1"	"HMGN2"	"NA"	"NA"	"NM_005517"
"341"	"TC01000347.hg.1"	"RPS6KA1"	"NA"	"NA"	"NM_001006665"
"342"	"TC01000348.hg.1"	"MIR1976"	"NA"	"NA"	"NR_031740"
"343"	"TC01000349.hg.1"	"ARID1A"	"NA"	"NA"	"NM_006015"
"344"	"TC01000350.hg.1"	"PIGV"	"NA"	"NA"	"NM_001202554"
"345"	"TC01000351.hg.1"	"NA"	"NA"	"NA"	"---"
"346"	"TC01000352.hg.1"	"ZDHHC18"	"NA"	"NA"	"NM_032283"
"347"	"TC01000353.hg.1"	"SFN"	"NA"	"NA"	"NM_006142"
"348"	"TC01000354.hg.1"	"OTTHUMG00000004228"	"NA"	"NA"	"OTTHUMT00000012180"
"349"	"TC01000355.hg.1"	"NUDC"	"NA"	"NA"	"NM_006600"
"350"	"TC01000356.hg.1"	"TRNP1"	"NA"	"NA"	"NM_001013642"
"351"	"TC01000357.hg.1"	"NA"	"NA"	"NA"	"---"
"352"	"TC01000358.hg.1"	"WDTC1"	"NA"	"NA"	"NM_015023"
"353"	"TC01000359.hg.1"	"TMEM222"	"NA"	"NA"	"NM_032125"
"354"	"TC01000360.hg.1"	"LOC644961"	"NA"	"NA"	"NR_033926"
"355"	"TC01000361.hg.1"	"SYTL1"	"NA"	"NA"	"NM_001193308"
"356"	"TC01000362.hg.1"	"GPR3"	"NA"	"NA"	"NM_005281"
"357"	"TC01000363.hg.1"	"OTTHUMG00000003394"	"NA"	"NA"	"OTTHUMT00000009524"
"358"	"TC01000364.hg.1"	"OTTHUMG00000003517"	"NA"	"NA"	"OTTHUMT00000009779"
"359"	"TC01000365.hg.1"	"OTTHUMG00000042107"	"NA"	"NA"	"OTTHUMT00000100241"
"360"	"TC01000366.hg.1"	"NA"	"NA"	"NA"	"---"
"361"	"TC01000367.hg.1"	"FAM76A"	"NA"	"NA"	"NM_001143912"
"362"	"TC01000368.hg.1"	"STX12"	"NA"	"NA"	"NM_177424"
"363"	"TC01000369.hg.1"	"NA"	"NA"	"NA"	"---"
"364"	"TC01000370.hg.1"	"PPP1R8"	"NA"	"NA"	"NM_002713"
"365"	"TC01000371.hg.1"	"SCARNA1"	"NA"	"NA"	"NR_002997"
"366"	"TC01000372.hg.1"	"THEMIS2"	"NA"	"NA"	"NM_001039477"
"367"	"TC01000373.hg.1"	"SMPDL3B"	"NA"	"NA"	"NM_001009568"
"368"	"TC01000374.hg.1"	"XKR8"	"NA"	"NA"	"NM_018053"
"369"	"TC01000375.hg.1"	"ATPIF1"	"NA"	"NA"	"NM_016311"
"370"	"TC01000377.hg.1"	"SESN2"	"NA"	"NA"	"NM_031459"
"371"	"TC01000378.hg.1"	"MED18"	"NA"	"NA"	"NM_001127350"
"372"	"TC01000379.hg.1"	"PHACTR4"	"NA"	"NA"	"NM_001048183"
"373"	"TC01000380.hg.1"	"NA"	"NA"	"NA"	"---"
"374"	"TC01000381.hg.1"	"RCC1"	"NA"	"NA"	"NM_001048199"
"375"	"TC01000382.hg.1"	"RNU105A"	"NA"	"NA"	"ENST00000363217"
"376"	"TC01000383.hg.1"	"NA"	"NA"	"NA"	"---"
"377"	"TC01000384.hg.1"	"TRNAU1AP"	"NA"	"NA"	"NM_017846"
"378"	"TC01000385.hg.1"	"RAB42"	"NA"	"NA"	"NM_152304"
"379"	"TC01000386.hg.1"	"OTTHUMG00000003649"	"NA"	"NA"	"OTTHUMT00000010341"
"380"	"TC01000387.hg.1"	"OTTHUMG00000003649"	"NA"	"NA"	"OTTHUMT00000010342"
"381"	"TC01000388.hg.1"	"RNU11"	"NA"	"NA"	"NR_004407"
"382"	"TC01000389.hg.1"	"GMEB1"	"NA"	"NA"	"NM_006582"
"383"	"TC01000390.hg.1"	"NA"	"NA"	"NA"	"---"
"384"	"TC01000391.hg.1"	"YTHDF2"	"NA"	"NA"	"NM_001172828"
"385"	"TC01000392.hg.1"	"OPRD1"	"NA"	"NA"	"NM_000911"
"386"	"TC01000393.hg.1"	"OTTHUMG00000003650"	"NA"	"NA"	"OTTHUMT00000010343"
"387"	"TC01000394.hg.1"	"EPB41"	"NA"	"NA"	"NM_001166005"
"388"	"TC01000395.hg.1"	"NA"	"NA"	"NA"	"---"
"389"	"TC01000396.hg.1"	"OTTHUMG00000003662"	"NA"	"NA"	"OTTHUMT00000010391"
"390"	"TC01000397.hg.1"	"OTTHUMG00000003569"	"NA"	"NA"	"OTTHUMT00000010000"
"391"	"TC01000398.hg.1"	"PTPRU"	"NA"	"NA"	"NM_001195001"
"392"	"TC01000399.hg.1"	"NA"	"NA"	"NA"	"---"
"393"	"TC01000400.hg.1"	"OTTHUMG00000003685"	"NA"	"NA"	"OTTHUMT00000010419"
"394"	"TC01000401.hg.1"	"OTTHUMG00000037511"	"NA"	"NA"	"OTTHUMT00000091345"
"395"	"TC01000402.hg.1"	"MATN1-AS1"	"NA"	"NA"	"NR_034182"
"396"	"TC01000403.hg.1"	"LOC101059975"	"NA"	"NA"	"ENST00000430320"
"397"	"TC01000404.hg.1"	"NA"	"NA"	"NA"	"---"
"398"	"TC01000405.hg.1"	"OTTHUMG00000043647"	"NA"	"NA"	"OTTHUMT00000102020"
"399"	"TC01000406.hg.1"	"PRO0611"	"NA"	"NA"	"NR_002762"
"400"	"TC01000407.hg.1"	"ZCCHC17"	"NA"	"NA"	"NM_016505"
"401"	"TC01000408.hg.1"	"SERINC2"	"NA"	"NA"	"NM_001199037"
"402"	"TC01000409.hg.1"	"LOC149086"	"NA"	"NA"	"NR_034112"
"403"	"TC01000410.hg.1"	"LOC284551"	"NA"	"NA"	"NR_027085"
"404"	"TC01000411.hg.1"	"TINAGL1"	"NA"	"NA"	"NM_001204414"
"405"	"TC01000412.hg.1"	"HCRTR1"	"NA"	"NA"	"NM_001525"
"406"	"TC01000413.hg.1"	"OTTHUMG00000003881"	"NA"	"NA"	"OTTHUMT00000011055"
"407"	"TC01000414.hg.1"	"NA"	"NA"	"NA"	"---"
"408"	"TC01000415.hg.1"	"NA"	"NA"	"NA"	"---"
"409"	"TC01000416.hg.1"	"OTTHUMG00000004135"	"NA"	"NA"	"OTTHUMT00000011908"
"410"	"TC01000417.hg.1"	"KHDRBS1"	"NA"	"NA"	"NM_006559"
"411"	"TC01000418.hg.1"	"TMEM39B"	"NA"	"NA"	"NM_018056"
"412"	"TC01000419.hg.1"	"KPNA6"	"NA"	"NA"	"NM_012316"
"413"	"TC01000420.hg.1"	"TXLNA"	"NA"	"NA"	"NM_175852"
"414"	"TC01000421.hg.1"	"CCDC28B"	"NA"	"NA"	"NM_024296"
"415"	"TC01000422.hg.1"	"IQCC"	"NA"	"NA"	"NM_001160042"
"416"	"TC01000423.hg.1"	"DCDC2B"	"NA"	"NA"	"NM_001099434"
"417"	"TC01000424.hg.1"	"EIF3I"	"NA"	"NA"	"NM_003757"
"418"	"TC01000425.hg.1"	"FAM167B"	"NA"	"NA"	"NM_032648"
"419"	"TC01000426.hg.1"	"LCK"	"NA"	"NA"	"NM_005356"
"420"	"TC01000427.hg.1"	"HDAC1"	"NA"	"NA"	"NM_004964"
"421"	"TC01000428.hg.1"	"NA"	"NA"	"NA"	"---"
"422"	"TC01000429.hg.1"	"TSSK3"	"NA"	"NA"	"ENST00000421153"
"423"	"TC01000430.hg.1"	"TSSK3"	"NA"	"NA"	"NM_052841"
"424"	"TC01000432.hg.1"	"NA"	"NA"	"NA"	"---"
"425"	"TC01000433.hg.1"	"RBBP4"	"NA"	"NA"	"NM_001135255"
"426"	"TC01000434.hg.1"	"KIAA1522"	"NA"	"NA"	"NM_001198972"
"427"	"TC01000435.hg.1"	"S100PBP"	"NA"	"NA"	"NM_001256121"
"428"	"TC01000436.hg.1"	"HPCA"	"NA"	"NA"	"NM_002143"
"429"	"TC01000437.hg.1"	"NA"	"NA"	"NA"	"---"
"430"	"TC01000438.hg.1"	"OTTHUMG00000004129"	"NA"	"NA"	"OTTHUMT00000011865"
"431"	"TC01000439.hg.1"	"ADC"	"NA"	"NA"	"NM_052998"
"432"	"TC01000440.hg.1"	"ZNF362"	"NA"	"NA"	"NM_152493"
"433"	"TC01000441.hg.1"	"OTTHUMG00000004126"	"NA"	"NA"	"OTTHUMT00000011862"
"434"	"TC01000442.hg.1"	"OTTHUMG00000004127"	"NA"	"NA"	"OTTHUMT00000011863"
"435"	"TC01000443.hg.1"	"ZSCAN20"	"NA"	"NA"	"NM_145238"
"436"	"TC01000444.hg.1"	"HMGB4"	"NA"	"NA"	"NM_145205"
"437"	"TC01000445.hg.1"	"LOC402779"	"NA"	"NA"	"NR_038372"
"438"	"TC01000446.hg.1"	"RNA5SP42"	"NA"	"NA"	"ENST00000364278"
"439"	"TC01000447.hg.1"	"C1orf94"	"NA"	"NA"	"NM_001134734"
"440"	"TC01000448.hg.1"	"GJB5"	"NA"	"NA"	"NM_005268"
"441"	"TC01000449.hg.1"	"GJB4"	"NA"	"NA"	"NM_153212"
"442"	"TC01000450.hg.1"	"GJB3"	"NA"	"NA"	"NM_024009"
"443"	"TC01000451.hg.1"	"GJA4"	"NA"	"NA"	"NM_002060"
"444"	"TC01000452.hg.1"	"SMIM12-AS1"	"NA"	"NA"	"ENST00000429293"
"445"	"TC01000453.hg.1"	"NA"	"NA"	"NA"	"---"
"446"	"TC01000454.hg.1"	"ZMYM1"	"NA"	"NA"	"NM_024772"
"447"	"TC01000455.hg.1"	"NA"	"NA"	"NA"	"---"
"448"	"TC01000456.hg.1"	"ZMYM4"	"NA"	"NA"	"NM_005095"
"449"	"TC01000457.hg.1"	"NA"	"NA"	"NA"	"---"
"450"	"TC01000458.hg.1"	"NCDN"	"NA"	"NA"	"NM_001014839"
"451"	"TC01000459.hg.1"	"TFAP2E"	"NA"	"NA"	"NM_178548"
"452"	"TC01000460.hg.1"	"NA"	"NA"	"NA"	"---"
"453"	"TC01000461.hg.1"	"OTTHUMG00000008426"	"NA"	"NA"	"OTTHUMT00000023222"
"454"	"TC01000462.hg.1"	"AGO4"	"NA"	"NA"	"NM_017629"
"455"	"TC01000463.hg.1"	"AGO1"	"NA"	"NA"	"NM_012199"
"456"	"TC01000464.hg.1"	"NA"	"NA"	"NA"	"---"
"457"	"TC01000465.hg.1"	"AGO3"	"NA"	"NA"	"NM_024852"
"458"	"TC01000466.hg.1"	"TEKT2"	"NA"	"NA"	"NM_014466"
"459"	"TC01000467.hg.1"	"ADPRHL2"	"NA"	"NA"	"NM_017825"
"460"	"TC01000468.hg.1"	"MAP7D1"	"NA"	"NA"	"NM_018067"
"461"	"TC01000469.hg.1"	"THRAP3"	"NA"	"NA"	"NM_005119"
"462"	"TC01000471.hg.1"	"OTTHUMG00000004187"	"NA"	"NA"	"OTTHUMT00000012051"
"463"	"TC01000472.hg.1"	"MIR4255"	"NA"	"NA"	"NR_036217"
"464"	"TC01000473.hg.1"	"NA"	"NA"	"NA"	"---"
"465"	"TC01000474.hg.1"	"ZC3H12A"	"NA"	"NA"	"NM_025079"
"466"	"TC01000475.hg.1"	"DNALI1"	"NA"	"NA"	"NM_003462"
"467"	"TC01000476.hg.1"	"CDCA8"	"NA"	"NA"	"NM_018101"
"468"	"TC01000477.hg.1"	"NA"	"NA"	"NA"	"---"
"469"	"TC01000478.hg.1"	"MANEAL"	"NA"	"NA"	"NM_001031740"
"470"	"TC01000479.hg.1"	"C1orf122"	"NA"	"NA"	"NM_001142726"
"471"	"TC01000480.hg.1"	"OTTHUMG00000037489"	"NA"	"NA"	"OTTHUMT00000091276"
"472"	"TC01000481.hg.1"	"NA"	"NA"	"NA"	"---"
"473"	"TC01000482.hg.1"	"NA"	"NA"	"NA"	"---"
"474"	"TC01000483.hg.1"	"NA"	"NA"	"NA"	"---"
"475"	"TC01000484.hg.1"	"UTP11L"	"NA"	"NA"	"NM_016037"
"476"	"TC01000485.hg.1"	"OTTHUMG00000000478"	"NA"	"NA"	"OTTHUMT00000001200"
"477"	"TC01000486.hg.1"	"MIR3659"	"NA"	"NA"	"NR_037432"
"478"	"TC01000487.hg.1"	"NA"	"NA"	"NA"	"---"
"479"	"TC01000488.hg.1"	"OTTHUMG00000000481"	"NA"	"NA"	"OTTHUMT00000001204"
"480"	"TC01000489.hg.1"	"OTTHUMG00000000491"	"NA"	"NA"	"OTTHUMT00000001223"
"481"	"TC01000490.hg.1"	"NA"	"NA"	"NA"	"---"
"482"	"TC01000491.hg.1"	"AKIRIN1"	"NA"	"NA"	"NM_001136275"
"483"	"TC01000492.hg.1"	"NDUFS5"	"NA"	"NA"	"NM_001184979"
"484"	"TC01000493.hg.1"	"MACF1"	"NA"	"NA"	"NM_012090"
"485"	"TC01000494.hg.1"	"KIAA0754"	"NA"	"NA"	"NM_015038"
"486"	"TC01000495.hg.1"	"BMP8A"	"NA"	"NA"	"NM_181809"
"487"	"TC01000496.hg.1"	"NA"	"NA"	"NA"	"---"
"488"	"TC01000497.hg.1"	"OXCT2"	"NA"	"NA"	"BC072388"
"489"	"TC01000498.hg.1"	"OTTHUMG00000009098"	"NA"	"NA"	"OTTHUMT00000025231"
"490"	"TC01000499.hg.1"	"OTTHUMG00000037279"	"NA"	"NA"	"OTTHUMT00000090748"
"491"	"TC01000500.hg.1"	"PPIE"	"NA"	"NA"	"NM_001195007"
"492"	"TC01000501.hg.1"	"NA"	"NA"	"NA"	"---"
"493"	"TC01000502.hg.1"	"OTTHUMG00000009292"	"NA"	"NA"	"OTTHUMT00000025754"
"494"	"TC01000503.hg.1"	"MFSD2A"	"NA"	"NA"	"NM_001136493"
"495"	"TC01000504.hg.1"	"CAP1"	"NA"	"NA"	"NM_001105530"
"496"	"TC01000505.hg.1"	"RLF"	"NA"	"NA"	"NM_012421"
"497"	"TC01000506.hg.1"	"NA"	"NA"	"NA"	"---"
"498"	"TC01000507.hg.1"	"TMCO2"	"NA"	"NA"	"NM_001008740"
"499"	"TC01000508.hg.1"	"ZMPSTE24"	"NA"	"NA"	"NM_005857"
"500"	"TC01000509.hg.1"	"NA"	"NA"	"NA"	"---"
"501"	"TC01000510.hg.1"	"SMAP2"	"NA"	"NA"	"NM_001198978"
"502"	"TC01000511.hg.1"	"ZFP69B"	"NA"	"NA"	"NM_023070"
"503"	"TC01000512.hg.1"	"ZFP69"	"NA"	"NA"	"NM_198494"
"504"	"TC01000513.hg.1"	"EXO5"	"NA"	"NA"	"NM_022774"
"505"	"TC01000514.hg.1"	"ZNF684"	"NA"	"NA"	"NM_152373"
"506"	"TC01000515.hg.1"	"NFYC"	"NA"	"NA"	"NM_001142587"
"507"	"TC01000516.hg.1"	"MIR30E"	"NA"	"NA"	"NR_029846"
"508"	"TC01000517.hg.1"	"MIR30C1"	"NA"	"NA"	"NR_029833"
"509"	"TC01000518.hg.1"	"KCNQ4"	"NA"	"NA"	"NM_004700"
"510"	"TC01000519.hg.1"	"OTTHUMG00000007731"	"NA"	"NA"	"OTTHUMT00000020814"
"511"	"TC01000520.hg.1"	"CTPS1"	"NA"	"NA"	"NM_001905"
"512"	"TC01000521.hg.1"	"SLFNL1-AS1"	"NA"	"NA"	"NR_037868"
"513"	"TC01000522.hg.1"	"OTTHUMG00000005710"	"NA"	"NA"	"OTTHUMT00000015627"
"514"	"TC01000523.hg.1"	"FOXO6"	"NA"	"NA"	"ENST00000372591"
"515"	"TC01000524.hg.1"	"OTTHUMG00000006360"	"NA"	"NA"	"OTTHUMT00000016976"
"516"	"TC01000525.hg.1"	"GUCA2B"	"NA"	"NA"	"NM_007102"
"517"	"TC01000526.hg.1"	"RIMKLA"	"NA"	"NA"	"NM_173642"
"518"	"TC01000528.hg.1"	"NA"	"NA"	"NA"	"---"
"519"	"TC01000529.hg.1"	"PPIH"	"NA"	"NA"	"NM_006347"
"520"	"TC01000530.hg.1"	"OTTHUMG00000007522"	"NA"	"NA"	"OTTHUMT00000019785"
"521"	"TC01000531.hg.1"	"YBX1"	"NA"	"NA"	"NM_004559"
"522"	"TC01000532.hg.1"	"NA"	"NA"	"NA"	"---"
"523"	"TC01000533.hg.1"	"LOC100129924"	"NA"	"NA"	"NM_001242750"
"524"	"TC01000534.hg.1"	"ERMAP"	"NA"	"NA"	"NM_001017922"
"525"	"TC01000535.hg.1"	"ZNF691"	"NA"	"NA"	"NM_001242739"
"526"	"TC01000536.hg.1"	"NA"	"NA"	"NA"	"---"
"527"	"TC01000537.hg.1"	"SLC2A1-AS1"	"NA"	"NA"	"NR_033967"
"528"	"TC01000538.hg.1"	"NA"	"NA"	"NA"	"---"
"529"	"TC01000539.hg.1"	"FAM183A"	"NA"	"NA"	"NM_001101376"
"530"	"TC01000540.hg.1"	"WDR65"	"NA"	"NA"	"NM_152498"
"531"	"TC01000541.hg.1"	"RNA5SP46"	"NA"	"NA"	"ENST00000362370"
"532"	"TC01000542.hg.1"	"TMEM125"	"NA"	"NA"	"NM_144626"
"533"	"TC01000543.hg.1"	"TIE1"	"NA"	"NA"	"NM_001253357"
"534"	"TC01000544.hg.1"	"MPL"	"NA"	"NA"	"NM_005373"
"535"	"TC01000545.hg.1"	"CDC20"	"NA"	"NA"	"BC012827"
"536"	"TC01000546.hg.1"	"OTTHUMG00000037499"	"NA"	"NA"	"OTTHUMT00000091291"
"537"	"TC01000547.hg.1"	"SZT2"	"NA"	"NA"	"NM_015284"
"538"	"TC01000548.hg.1"	"PTPRF"	"NA"	"NA"	"NM_002840"
"539"	"TC01000549.hg.1"	"KDM4A"	"NA"	"NA"	"NM_014663"
"540"	"TC01000550.hg.1"	"ST3GAL3"	"NA"	"NA"	"NM_006279"
"541"	"TC01000551.hg.1"	"NA"	"NA"	"NA"	"---"
"542"	"TC01000552.hg.1"	"ARTN"	"NA"	"NA"	"NM_001136215"
"543"	"TC01000553.hg.1"	"IPO13"	"NA"	"NA"	"NM_014652"
"544"	"TC01000554.hg.1"	"DPH2"	"NA"	"NA"	"NM_001039589"
"545"	"TC01000555.hg.1"	"ATP6V0B"	"NA"	"NA"	"NM_001039457"
"546"	"TC01000556.hg.1"	"B4GALT2"	"NA"	"NA"	"NM_001005417"
"547"	"TC01000557.hg.1"	"CCDC24"	"NA"	"NA"	"NM_152499"
"548"	"TC01000559.hg.1"	"DMAP1"	"NA"	"NA"	"NM_001034023"
"549"	"TC01000560.hg.1"	"NA"	"NA"	"NA"	"---"
"550"	"TC01000561.hg.1"	"RNF220"	"NA"	"NA"	"NM_018150"
"551"	"TC01000562.hg.1"	"C1orf228"	"NA"	"NA"	"NM_001145636"
"552"	"TC01000563.hg.1"	"KIF2C"	"NA"	"NA"	"NM_006845"
"553"	"TC01000564.hg.1"	"RPS8"	"NA"	"NA"	"NM_001012"
"554"	"TC01000565.hg.1"	"SNORD46"	"NA"	"NA"	"NR_000024"
"555"	"TC01000566.hg.1"	"PLK3"	"NA"	"NA"	"NM_004073"
"556"	"TC01000567.hg.1"	"BTBD19"	"NA"	"NA"	"NM_001136537"
"557"	"TC01000568.hg.1"	"RNA5SP47"	"NA"	"NA"	"ENST00000517230"
"558"	"TC01000569.hg.1"	"UROD"	"NA"	"NA"	"NM_000374"
"559"	"TC01000570.hg.1"	"LOC400752"	"NA"	"NA"	"NR_024270"
"560"	"TC01000571.hg.1"	"HPDL"	"NA"	"NA"	"NM_032756"
"561"	"TC01000572.hg.1"	"TOE1"	"NA"	"NA"	"NM_025077"
"562"	"TC01000573.hg.1"	"MMACHC"	"NA"	"NA"	"NM_015506"
"563"	"TC01000574.hg.1"	"AKR1A1"	"NA"	"NA"	"NM_001202413"
"564"	"TC01000575.hg.1"	"NASP"	"NA"	"NA"	"NM_001195193"
"565"	"TC01000576.hg.1"	"TMEM69"	"NA"	"NA"	"NM_016486"
"566"	"TC01000577.hg.1"	"MAST2"	"NA"	"NA"	"NM_015112"
"567"	"TC01000578.hg.1"	"OTTHUMG00000008097"	"NA"	"NA"	"OTTHUMT00000022172"
"568"	"TC01000579.hg.1"	"OTTHUMG00000008098"	"NA"	"NA"	"OTTHUMT00000022173"
"569"	"TC01000580.hg.1"	"TSPAN1"	"NA"	"NA"	"NM_005727"
"570"	"TC01000581.hg.1"	"LURAP1"	"NA"	"NA"	"NM_001013615"
"571"	"TC01000582.hg.1"	"RAD54L"	"NA"	"NA"	"NM_001142548"
"572"	"TC01000583.hg.1"	"UQCRH"	"NA"	"NA"	"NM_006004"
"573"	"TC01000584.hg.1"	"NSUN4"	"NA"	"NA"	"NM_001256127"
"574"	"TC01000585.hg.1"	"FAAH"	"NA"	"NA"	"NM_001441"
"575"	"TC01000586.hg.1"	"LOC729041"	"NA"	"NA"	"NR_045483"
"576"	"TC01000587.hg.1"	"LINC00505"	"NA"	"NA"	"ENST00000455247"
"577"	"TC01000588.hg.1"	"DMBX1"	"NA"	"NA"	"NM_147192"
"578"	"TC01000589.hg.1"	"MKNK1-AS1"	"NA"	"NA"	"NR_038403"
"579"	"TC01000590.hg.1"	"TEX38"	"NA"	"NA"	"NM_001145474"
"580"	"TC01000591.hg.1"	"EFCAB14-AS1"	"NA"	"NA"	"NR_038827"
"581"	"TC01000592.hg.1"	"CYP4B1"	"NA"	"NA"	"NM_000779"
"582"	"TC01000593.hg.1"	"CYP4X1"	"NA"	"NA"	"NM_178033"
"583"	"TC01000594.hg.1"	"CYP4Z1"	"NA"	"NA"	"NM_178134"
"584"	"TC01000595.hg.1"	"CYP4A22"	"NA"	"NA"	"NM_001010969"
"585"	"TC01000596.hg.1"	"LINC00853"	"NA"	"NA"	"ENST00000429328"
"586"	"TC01000597.hg.1"	"OTTHUMG00000007844"	"NA"	"NA"	"OTTHUMT00000021634"
"587"	"TC01000598.hg.1"	"CMPK1"	"NA"	"NA"	"NM_016308"
"588"	"TC01000599.hg.1"	"FOXE3"	"NA"	"NA"	"NM_012186"
"589"	"TC01000600.hg.1"	"FOXD2"	"NA"	"NA"	"NM_004474"
"590"	"TC01000601.hg.1"	"NA"	"NA"	"NA"	"---"
"591"	"TC01000602.hg.1"	"OTTHUMG00000007956"	"NA"	"NA"	"OTTHUMT00000021838"
"592"	"TC01000603.hg.1"	"OTTHUMG00000007961"	"NA"	"NA"	"OTTHUMT00000021843"
"593"	"TC01000604.hg.1"	"OTTHUMG00000007952"	"NA"	"NA"	"OTTHUMT00000021834"
"594"	"TC01000605.hg.1"	"OTTHUMG00000007957"	"NA"	"NA"	"OTTHUMT00000021839"
"595"	"TC01000606.hg.1"	"SLC5A9"	"NA"	"NA"	"NM_001011547"
"596"	"TC01000607.hg.1"	"NA"	"NA"	"NA"	"---"
"597"	"TC01000608.hg.1"	"NA"	"NA"	"NA"	"---"
"598"	"TC01000609.hg.1"	"OTTHUMG00000008154"	"NA"	"NA"	"OTTHUMT00000022328"
"599"	"TC01000610.hg.1"	"NA"	"NA"	"NA"	"---"
"600"	"TC01000611.hg.1"	"OTTHUMG00000008156"	"NA"	"NA"	"OTTHUMT00000022330"
"601"	"TC01000612.hg.1"	"NA"	"NA"	"NA"	"---"
"602"	"TC01000613.hg.1"	"NA"	"NA"	"NA"	"---"
"603"	"TC01000614.hg.1"	"ELAVL4"	"NA"	"NA"	"NM_001144777"
"604"	"TC01000615.hg.1"	"NA"	"NA"	"NA"	"---"
"605"	"TC01000616.hg.1"	"OTTHUMG00000007927"	"NA"	"NA"	"OTTHUMT00000021804"
"606"	"TC01000617.hg.1"	"NA"	"NA"	"NA"	"---"
"607"	"TC01000618.hg.1"	"NA"	"NA"	"NA"	"---"
"608"	"TC01000619.hg.1"	"CDKN2C"	"NA"	"NA"	"NM_001262"
"609"	"TC01000620.hg.1"	"C1orf185"	"NA"	"NA"	"NM_001136508"
"610"	"TC01000621.hg.1"	"NA"	"NA"	"NA"	"---"
"611"	"TC01000622.hg.1"	"NA"	"NA"	"NA"	"---"
"612"	"TC01000623.hg.1"	"NA"	"NA"	"NA"	"---"
"613"	"TC01000624.hg.1"	"RNF11"	"NA"	"NA"	"NM_014372"
"614"	"TC01000625.hg.1"	"OTTHUMG00000008188"	"NA"	"NA"	"OTTHUMT00000022416"
"615"	"TC01000626.hg.1"	"NA"	"NA"	"NA"	"---"
"616"	"TC01000627.hg.1"	"OTTHUMG00000008189"	"NA"	"NA"	"OTTHUMT00000022418"
"617"	"TC01000628.hg.1"	"NA"	"NA"	"NA"	"---"
"618"	"TC01000629.hg.1"	"OTTHUMG00000008236"	"NA"	"NA"	"OTTHUMT00000022587"
"619"	"TC01000630.hg.1"	"OTTHUMG00000008232"	"NA"	"NA"	"OTTHUMT00000022579"
"620"	"TC01000631.hg.1"	"OSBPL9"	"NA"	"NA"	"NM_024586"
"621"	"TC01000632.hg.1"	"OTTHUMG00000008380"	"NA"	"NA"	"OTTHUMT00000023056"
"622"	"TC01000633.hg.1"	"NA"	"NA"	"NA"	"---"
"623"	"TC01000634.hg.1"	"RNA5SP48"	"NA"	"NA"	"ENST00000363969"
"624"	"TC01000635.hg.1"	"NA"	"NA"	"NA"	"---"
"625"	"TC01000636.hg.1"	"OTTHUMG00000008631"	"NA"	"NA"	"OTTHUMT00000023822"
"626"	"TC01000637.hg.1"	"OTTHUMG00000008632"	"NA"	"NA"	"OTTHUMT00000023823"
"627"	"TC01000638.hg.1"	"BTF3L4"	"NA"	"NA"	"NM_001136497"
"628"	"TC01000639.hg.1"	"ZFYVE9"	"NA"	"NA"	"NM_007323"
"629"	"TC01000640.hg.1"	"NA"	"NA"	"NA"	"---"
"630"	"TC01000641.hg.1"	"PRPF38A"	"NA"	"NA"	"NM_032864"
"631"	"TC01000642.hg.1"	"NA"	"NA"	"NA"	"---"
