ID	ORF	GenBank	CLONE_ID	SPOT_ID
RNA5SP42	RNA5SP42			
RNA5SP421	RNA5SP421			
RNA5SP424	RNA5SP424			
RNA5SP425	RNA5SP425			
RNA5SP426	RNA5SP426			
RNA5SP427	RNA5SP427			
RNA5SP428	RNA5SP428			
RNA5SP429	RNA5SP429			
RNA5SP43	RNA5SP43			
RNA5SP430	RNA5SP430			
RNA5SP431	RNA5SP431			
RNA5SP433	RNA5SP433			
RNA5SP438	RNA5SP438			
RNA5SP44	RNA5SP44			
RNA5SP442	RNA5SP442			
RNA5SP443	RNA5SP443			
RNA5SP444	RNA5SP444			
RNA5SP447	RNA5SP447			
RNA5SP448	RNA5SP448			
RNA5SP449	RNA5SP449			
RNA5SP45	RNA5SP45			
RNA5SP450	RNA5SP450			
RNA5SP451	RNA5SP451			
RNA5SP452	RNA5SP452			
RNA5SP453	RNA5SP453			
RNA5SP454	RNA5SP454			
RNA5SP456	RNA5SP456			
RNA5SP457	RNA5SP457			
RNA5SP458	RNA5SP458			
RNA5SP46	RNA5SP46			
RNA5SP462	RNA5SP462			
RNA5SP463	RNA5SP463			
RNA5SP464	RNA5SP464			
RNA5SP465	RNA5SP465			
RNA5SP466	RNA5SP466			
RNA5SP467	RNA5SP467			
RNA5SP469	RNA5SP469			
RNA5SP47	RNA5SP47			
RNA5SP470	RNA5SP470			
RNA5SP472	RNA5SP472			
RNA5SP474	RNA5SP474			
RNA5SP475	RNA5SP475			
RNA5SP476	RNA5SP476			
RNA5SP477	RNA5SP477			
RNA5SP478	RNA5SP478			
RNA5SP479	RNA5SP479			
RNA5SP48	RNA5SP48			
RNA5SP480	RNA5SP480			
RNA5SP481	RNA5SP481			
RNA5SP482	RNA5SP482			
RNA5SP483	RNA5SP483			
RNA5SP484	RNA5SP484			
RNA5SP485	RNA5SP485			
RNA5SP487	RNA5SP487			
RNA5SP488	RNA5SP488			
RNA5SP489	RNA5SP489			
RNA5SP49	RNA5SP49			
RNA5SP490	RNA5SP490			
RNA5SP491	RNA5SP491			
RNA5SP492	RNA5SP492			
RNA5SP493	RNA5SP493			
RNA5SP494	RNA5SP494			
RNA5SP496	RNA5SP496			
RNA5SP497	RNA5SP497			
RNA5SP499	RNA5SP499			
RNA5SP50	RNA5SP50			
RNA5SP500	RNA5SP500			
RNA5SP501	RNA5SP501			
RNA5SP502	RNA5SP502			
RNA5SP503	RNA5SP503			
RNA5SP504	RNA5SP504			
RNA5SP505	RNA5SP505			
RNA5SP507	RNA5SP507			
RNA5SP508	RNA5SP508			
RNA5SP509	RNA5SP509			
RNA5SP51	RNA5SP51			
RNA5SP510	RNA5SP510			
RNA5SP511	RNA5SP511			
RNA5SP512	RNA5SP512			
RNA5SP513	RNA5SP513			
RNA5SP514	RNA5SP514			
RNA5SP515	RNA5SP515			
RNA5SP517	RNA5SP517			
RNA5SP518	RNA5SP518			
RNA5SP519	RNA5SP519			
RNA5SP52	RNA5SP52			
RNA5SP522	RNA5SP522			
RNA5SP523	RNA5SP523			
RNA5SP53	RNA5SP53			
RNA5SP54	RNA5SP54			
RNA5SP55	RNA5SP55			
RNA5SP57	RNA5SP57			
RNA5SP60	RNA5SP60			
RNA5SP62	RNA5SP62			
RNA5SP63	RNA5SP63			
RNA5SP64	RNA5SP64			
RNA5SP65	RNA5SP65			
RNA5SP69	RNA5SP69			
RNA5SP71	RNA5SP71			
RNA5SP72	RNA5SP72			
RNA5SP74	RNA5SP74			
RNA5SP75	RNA5SP75			
RNA5SP77	RNA5SP77			
RNA5SP78	RNA5SP78			
RNA5SP79	RNA5SP79			
RNA5SP81	RNA5SP81			
RNA5SP82	RNA5SP82			
RNA5SP85	RNA5SP85			
RNA5SP87	RNA5SP87			
RNA5SP88	RNA5SP88			
RNA5SP90	RNA5SP90			
RNA5SP92	RNA5SP92			
RNA5SP94	RNA5SP94			
RNA5SP95	RNA5SP95			
RNA5SP98	RNA5SP98			
RNase_MRP	RNase_MRP			
RNASE1	RNASE1			
RNASE10	RNASE10			
RNASE11	RNASE11			
RNASE12	RNASE12			
RNASE13	RNASE13			
RNASE2	RNASE2			
RNASE3	RNASE3			
RNASE4	RNASE4			
RNASE6	RNASE6			
RNASE7	RNASE7			
RNASE8	RNASE8			
RNASE9	RNASE9			
RNASEH1	RNASEH1			
RNASEH1-AS1	RNASEH1-AS1			
RNASEH1P1	RNASEH1P1			
RNASEH1P2	RNASEH1P2			
RNASEH2A	RNASEH2A			
RNASEH2B	RNASEH2B			
RNASEH2B-AS1	RNASEH2B-AS1			
RNASEH2C	RNASEH2C			
RNASEH2CP1	RNASEH2CP1			
RNASEK	RNASEK			
RNASEK-C17orf49	RNASEK-C17orf49			
RNASEL	RNASEL			
RNaseP_nuc	RNaseP_nuc			
RNASET2	RNASET2			
RND1	RND1			
RND2	RND2			
RND3	RND3			
RNF10	RNF10			
RNF103	RNF103			
RNF103-CHMP3	RNF103-CHMP3			
RNF10P1	RNF10P1			
RNF11	RNF11			
RNF111	RNF111			
RNF112	RNF112			
RNF113A	RNF113A			
RNF113B	RNF113B			
RNF114	RNF114			
RNF115	RNF115			
RNF11B	RNF11B			
RNF121	RNF121			
RNF122	RNF122			
RNF123	RNF123			
RNF125	RNF125			
RNF126	RNF126			
RNF126P1	RNF126P1			
RNF128	RNF128			
RNF13	RNF13			
RNF130	RNF130			
RNF133	RNF133			
RNF135	RNF135			
RNF138	RNF138			
RNF138P1	RNF138P1			
RNF138P2	RNF138P2			
RNF139	RNF139			
RNF139-AS1	RNF139-AS1			
RNF14	RNF14			
RNF141	RNF141			
RNF144A	RNF144A			
RNF144A-AS1	RNF144A-AS1			
RNF144B	RNF144B			
RNF145	RNF145			
RNF146	RNF146			
RNF148	RNF148			
RNF149	RNF149			
RNF150	RNF150			
RNF151	RNF151			
RNF152	RNF152			
RNF152P1	RNF152P1			
RNF157	RNF157			
RNF165	RNF165			
RNF166	RNF166			
RNF167	RNF167			
RNF168	RNF168			
RNF169	RNF169			
RNF17	RNF17			
RNF170	RNF170			
RNF175	RNF175			
RNF180	RNF180			
RNF181	RNF181			
RNF182	RNF182			
RNF183	RNF183			
RNF185	RNF185			
RNF185-AS1	RNF185-AS1			
RNF186	RNF186			
RNF187	RNF187			
RNF19A	RNF19A			
RNF19B	RNF19B			
RNF19BPX	RNF19BPX			
RNF2	RNF2			
RNF20	RNF20			
RNF207	RNF207			
RNF208	RNF208			
RNF212	RNF212			
RNF212B	RNF212B			
RNF213	RNF213			
RNF214	RNF214			
RNF215	RNF215			
RNF216	RNF216			
RNF216-IT1	RNF216-IT1			
RNF216P1	RNF216P1			
RNF217	RNF217			
RNF217-AS1	RNF217-AS1			
RNF219	RNF219			
RNF219-AS1	RNF219-AS1			
RNF220	RNF220			
RNF222	RNF222			
RNF223	RNF223			
RNF224	RNF224			
RNF225	RNF225			
RNF24	RNF24			
RNF25	RNF25			
RNF26	RNF26			
RNF2P1	RNF2P1			
RNF31	RNF31			
RNF32	RNF32			
RNF34	RNF34			
RNF38	RNF38			
RNF39	RNF39			
RNF4	RNF4			
RNF40	RNF40			
RNF41	RNF41			
RNF43	RNF43			
RNF44	RNF44			
RNF5	RNF5			
RNF5P1	RNF5P1			
RNF6	RNF6			
RNF6P1	RNF6P1			
RNF7	RNF7			
RNF7P1	RNF7P1			
RNF8	RNF8			
RNFT1	RNFT1			
RNFT1P3	RNFT1P3			
RNFT2	RNFT2			
RNGTT	RNGTT			
RNH1	RNH1			
RNLS	RNLS			
RNMT	RNMT			
RNMTL1	RNMTL1			
RNMTL1P1	RNMTL1P1			
RNMTL1P2	RNMTL1P2			
RNPC3	RNPC3			
RNPEP	RNPEP			
RNPEPL1	RNPEPL1			
RNPS1	RNPS1			
RNPS1P1	RNPS1P1			
RNU105B	RNU105B			
RNU105C	RNU105C			
RNU11	RNU11			
RNU1-1	RNU1-1			
RNU1-100P	RNU1-100P			
RNU1-103P	RNU1-103P			
RNU1-104P	RNU1-104P			
RNU1-105P	RNU1-105P			
RNU1-108P	RNU1-108P			
RNU1-109P	RNU1-109P			
RNU1-112P	RNU1-112P			
RNU1-114P	RNU1-114P			
RNU1-115P	RNU1-115P			
RNU1-117P	RNU1-117P			
RNU1-122P	RNU1-122P			
RNU1-123P	RNU1-123P			
RNU1-124P	RNU1-124P			
RNU1-125P	RNU1-125P			
RNU1-128P	RNU1-128P			
RNU11-2P	RNU11-2P			
RNU1-130P	RNU1-130P			
RNU1-131P	RNU1-131P			
RNU1-132P	RNU1-132P			
RNU1-133P	RNU1-133P			
RNU1-134P	RNU1-134P			
RNU1-138P	RNU1-138P			
RNU1-139P	RNU1-139P			
RNU11-3P	RNU11-3P			
RNU1-140P	RNU1-140P			
RNU1-141P	RNU1-141P			
RNU1-142P	RNU1-142P			
RNU1-146P	RNU1-146P			
RNU1-148P	RNU1-148P			
RNU1-149P	RNU1-149P			
RNU11-4P	RNU11-4P			
RNU1-150P	RNU1-150P			
RNU11-5P	RNU11-5P			
RNU1-15P	RNU1-15P			
RNU11-6P	RNU11-6P			
RNU1-16P	RNU1-16P			
RNU1-18P	RNU1-18P			
RNU1-19P	RNU1-19P			
RNU12	RNU12			
RNU1-20P	RNU1-20P			
RNU1-21P	RNU1-21P			
RNU12-2P	RNU12-2P			
RNU1-22P	RNU1-22P			
RNU1-23P	RNU1-23P			
RNU1-24P	RNU1-24P			
RNU1-28P	RNU1-28P			
RNU1-31P	RNU1-31P			
RNU1-32P	RNU1-32P			
RNU1-33P	RNU1-33P			
RNU1-34P	RNU1-34P			
RNU1-35P	RNU1-35P			
RNU1-36P	RNU1-36P			
RNU1-38P	RNU1-38P			
RNU1-41P	RNU1-41P			
RNU1-42P	RNU1-42P			
RNU1-43P	RNU1-43P			
RNU1-44P	RNU1-44P			
RNU1-45P	RNU1-45P			
RNU1-46P	RNU1-46P			
RNU1-47P	RNU1-47P			
RNU1-49P	RNU1-49P			
RNU1-51P	RNU1-51P			
RNU1-52P	RNU1-52P			
RNU1-55P	RNU1-55P			
RNU1-56P	RNU1-56P			
RNU1-57P	RNU1-57P			
RNU1-58P	RNU1-58P			
RNU1-61P	RNU1-61P			
RNU1-62P	RNU1-62P			
RNU1-63P	RNU1-63P			
RNU1-64P	RNU1-64P			
RNU1-65P	RNU1-65P			
RNU1-69P	RNU1-69P			
RNU1-70P	RNU1-70P			
RNU1-72P	RNU1-72P			
RNU1-73P	RNU1-73P			
RNU1-74P	RNU1-74P			
RNU1-75P	RNU1-75P			
RNU1-76P	RNU1-76P			
RNU1-77P	RNU1-77P			
RNU1-78P	RNU1-78P			
RNU1-7P	RNU1-7P			
RNU1-80P	RNU1-80P			
RNU1-82P	RNU1-82P			
RNU1-83P	RNU1-83P			
RNU1-84P	RNU1-84P			
RNU1-85P	RNU1-85P			
RNU1-86P	RNU1-86P			
RNU1-88P	RNU1-88P			
RNU1-89P	RNU1-89P			
RNU1-8P	RNU1-8P			
RNU1-91P	RNU1-91P			
RNU1-92P	RNU1-92P			
RNU1-93P	RNU1-93P			
RNU1-94P	RNU1-94P			
RNU1-96P	RNU1-96P			
RNU1-97P	RNU1-97P			
RNU1-98P	RNU1-98P			
RNU2-11P	RNU2-11P			
RNU2-13P	RNU2-13P			
RNU2-14P	RNU2-14P			
RNU2-15P	RNU2-15P			
RNU2-17P	RNU2-17P			
RNU2-18P	RNU2-18P			
RNU2-19P	RNU2-19P			
RNU2-20P	RNU2-20P			
RNU2-21P	RNU2-21P			
RNU2-22P	RNU2-22P			
RNU2-23P	RNU2-23P			
RNU2-25P	RNU2-25P			
RNU2-26P	RNU2-26P			
RNU2-27P	RNU2-27P			
RNU2-28P	RNU2-28P			
RNU2-29P	RNU2-29P			
RNU2-2P	RNU2-2P			
RNU2-30P	RNU2-30P			
RNU2-31P	RNU2-31P			
RNU2-32P	RNU2-32P			
RNU2-33P	RNU2-33P			
RNU2-34P	RNU2-34P			
RNU2-35P	RNU2-35P			
RNU2-36P	RNU2-36P			
RNU2-39P	RNU2-39P			
RNU2-3P	RNU2-3P			
RNU2-40P	RNU2-40P			
RNU2-41P	RNU2-41P			
RNU2-42P	RNU2-42P			
RNU2-43P	RNU2-43P			
RNU2-44P	RNU2-44P			
RNU2-47P	RNU2-47P			
RNU2-48P	RNU2-48P			
RNU2-50P	RNU2-50P			
RNU2-51P	RNU2-51P			
RNU2-52P	RNU2-52P			
RNU2-53P	RNU2-53P			
RNU2-54P	RNU2-54P			
RNU2-56P	RNU2-56P			
RNU2-57P	RNU2-57P			
RNU2-58P	RNU2-58P			
RNU2-59P	RNU2-59P			
RNU2-5P	RNU2-5P			
RNU2-61P	RNU2-61P			
RNU2-62P	RNU2-62P			
RNU2-63P	RNU2-63P			
RNU2-64P	RNU2-64P			
RNU2-65P	RNU2-65P			
RNU2-66P	RNU2-66P			
RNU2-68P	RNU2-68P			
RNU2-6P	RNU2-6P			
RNU2-70P	RNU2-70P			
RNU2-71P	RNU2-71P			
RNU2-72P	RNU2-72P			
RNU2-7P	RNU2-7P			
RNU2-8P	RNU2-8P			
RNU2-9P	RNU2-9P			
RNU4-1	RNU4-1			
RNU4-10P	RNU4-10P			
RNU4-11P	RNU4-11P			
RNU4-12P	RNU4-12P			
RNU4-13P	RNU4-13P			
RNU4-14P	RNU4-14P			
RNU4-15P	RNU4-15P			
RNU4-16P	RNU4-16P			
RNU4-17P	RNU4-17P			
RNU4-2	RNU4-2			
RNU4-20P	RNU4-20P			
RNU4-21P	RNU4-21P			
RNU4-23P	RNU4-23P			
RNU4-24P	RNU4-24P			
RNU4-25P	RNU4-25P			
RNU4-26P	RNU4-26P			
RNU4-27P	RNU4-27P			
RNU4-28P	RNU4-28P			
RNU4-29P	RNU4-29P			
RNU4-30P	RNU4-30P			
RNU4-31P	RNU4-31P			
RNU4-32P	RNU4-32P			
RNU4-33P	RNU4-33P			
RNU4-34P	RNU4-34P			
RNU4-35P	RNU4-35P			
RNU4-36P	RNU4-36P			
RNU4-38P	RNU4-38P			
RNU4-39P	RNU4-39P			
RNU4-40P	RNU4-40P			
RNU4-41P	RNU4-41P			
RNU4-42P	RNU4-42P			
RNU4-43P	RNU4-43P			
RNU4-44P	RNU4-44P			
RNU4-45P	RNU4-45P			
RNU4-46P	RNU4-46P			
RNU4-47P	RNU4-47P			
RNU4-48P	RNU4-48P			
RNU4-49P	RNU4-49P			
RNU4-4P	RNU4-4P			
RNU4-50P	RNU4-50P			
RNU4-51P	RNU4-51P			
RNU4-52P	RNU4-52P			
RNU4-53P	RNU4-53P			
RNU4-55P	RNU4-55P			
RNU4-58P	RNU4-58P			
RNU4-59P	RNU4-59P			
RNU4-60P	RNU4-60P			
RNU4-61P	RNU4-61P			
RNU4-62P	RNU4-62P			
RNU4-65P	RNU4-65P			
RNU4-66P	RNU4-66P			
RNU4-67P	RNU4-67P			
RNU4-68P	RNU4-68P			
RNU4-69P	RNU4-69P			
RNU4-6P	RNU4-6P			
RNU4-70P	RNU4-70P			
RNU4-72P	RNU4-72P			
RNU4-74P	RNU4-74P			
RNU4-75P	RNU4-75P			
RNU4-77P	RNU4-77P			
RNU4-78P	RNU4-78P			
RNU4-79P	RNU4-79P			
RNU4-7P	RNU4-7P			
RNU4-80P	RNU4-80P			
RNU4-81P	RNU4-81P			
RNU4-82P	RNU4-82P			
RNU4-85P	RNU4-85P			
RNU4-87P	RNU4-87P			
RNU4-8P	RNU4-8P			
RNU4-90P	RNU4-90P			
RNU4-92P	RNU4-92P			
RNU4-9P	RNU4-9P			
RNU4ATAC	RNU4ATAC			
RNU4ATAC10P	RNU4ATAC10P			
RNU4ATAC11P	RNU4ATAC11P			
RNU4ATAC13P	RNU4ATAC13P			
RNU4ATAC14P	RNU4ATAC14P			
RNU4ATAC15P	RNU4ATAC15P			
RNU4ATAC16P	RNU4ATAC16P			
RNU4ATAC17P	RNU4ATAC17P			
RNU4ATAC18P	RNU4ATAC18P			
RNU4ATAC2P	RNU4ATAC2P			
RNU4ATAC3P	RNU4ATAC3P			
RNU4ATAC4P	RNU4ATAC4P			
RNU4ATAC5P	RNU4ATAC5P			
RNU4ATAC6P	RNU4ATAC6P			
RNU4ATAC7P	RNU4ATAC7P			
RNU4ATAC9P	RNU4ATAC9P			
RNU5A-2P	RNU5A-2P			
RNU5A-5P	RNU5A-5P			
RNU5A-6P	RNU5A-6P			
RNU5A-8P	RNU5A-8P			
RNU5B-1	RNU5B-1			
RNU5B-3P	RNU5B-3P			
RNU5B-4P	RNU5B-4P			
RNU5B-6P	RNU5B-6P			
RNU5D-1	RNU5D-1			
RNU5E-10P	RNU5E-10P			
RNU5E-5P	RNU5E-5P			
RNU5E-6P	RNU5E-6P			
RNU5E-8P	RNU5E-8P			
RNU5E-9P	RNU5E-9P			
RNU5F-1	RNU5F-1			
RNU5F-2P	RNU5F-2P			
RNU5F-3P	RNU5F-3P			
RNU5F-4P	RNU5F-4P			
RNU5F-6P	RNU5F-6P			
RNU5F-7P	RNU5F-7P			
RNU5F-8P	RNU5F-8P			
RNU6-1000P	RNU6-1000P			
RNU6-1003P	RNU6-1003P			
RNU6-1004P	RNU6-1004P			
RNU6-1005P	RNU6-1005P			
RNU6-1006P	RNU6-1006P			
RNU6-1007P	RNU6-1007P			
RNU6-1008P	RNU6-1008P			
RNU6-1009P	RNU6-1009P			
RNU6-100P	RNU6-100P			
RNU6-1010P	RNU6-1010P			
RNU6-1012P	RNU6-1012P			
RNU6-1013P	RNU6-1013P			
RNU6-1014P	RNU6-1014P			
RNU6-1017P	RNU6-1017P			
RNU6-1018P	RNU6-1018P			
RNU6-1019P	RNU6-1019P			
RNU6-101P	RNU6-101P			
RNU6-1020P	RNU6-1020P			
RNU6-1021P	RNU6-1021P			
RNU6-1022P	RNU6-1022P			
RNU6-1023P	RNU6-1023P			
RNU6-1024P	RNU6-1024P			
RNU6-1025P	RNU6-1025P			
RNU6-1026P	RNU6-1026P			
RNU6-1027P	RNU6-1027P			
RNU6-1028P	RNU6-1028P			
RNU6-1029P	RNU6-1029P			
RNU6-102P	RNU6-102P			
RNU6-1031P	RNU6-1031P			
RNU6-1032P	RNU6-1032P			
RNU6-1034P	RNU6-1034P			
RNU6-1035P	RNU6-1035P			
RNU6-1036P	RNU6-1036P			
RNU6-1037P	RNU6-1037P			
RNU6-1038P	RNU6-1038P			
RNU6-1039P	RNU6-1039P			
RNU6-103P	RNU6-103P			
RNU6-1040P	RNU6-1040P			
RNU6-1041P	RNU6-1041P			
RNU6-1042P	RNU6-1042P			
RNU6-1043P	RNU6-1043P			
RNU6-1044P	RNU6-1044P			
RNU6-1045P	RNU6-1045P			
RNU6-1046P	RNU6-1046P			
RNU6-1047P	RNU6-1047P			
RNU6-1048P	RNU6-1048P			
RNU6-1049P	RNU6-1049P			
RNU6-104P	RNU6-104P			
RNU6-1050P	RNU6-1050P			
RNU6-1051P	RNU6-1051P			
RNU6-1052P	RNU6-1052P			
RNU6-1053P	RNU6-1053P			
RNU6-1054P	RNU6-1054P			
RNU6-1055P	RNU6-1055P			
RNU6-1056P	RNU6-1056P			
RNU6-1059P	RNU6-1059P			
RNU6-105P	RNU6-105P			
RNU6-1062P	RNU6-1062P			
RNU6-1064P	RNU6-1064P			
RNU6-1065P	RNU6-1065P			
RNU6-1066P	RNU6-1066P			
RNU6-1067P	RNU6-1067P			
RNU6-1068P	RNU6-1068P			
RNU6-1069P	RNU6-1069P			
RNU6-106P	RNU6-106P			
RNU6-1073P	RNU6-1073P			
RNU6-1074P	RNU6-1074P			
RNU6-1075P	RNU6-1075P			
RNU6-1077P	RNU6-1077P			
RNU6-1079P	RNU6-1079P			
RNU6-107P	RNU6-107P			
RNU6-1080P	RNU6-1080P			
RNU6-1081P	RNU6-1081P			
RNU6-1083P	RNU6-1083P			
RNU6-1084P	RNU6-1084P			
RNU6-1088P	RNU6-1088P			
RNU6-1089P	RNU6-1089P			
RNU6-108P	RNU6-108P			
RNU6-1090P	RNU6-1090P			
RNU6-1091P	RNU6-1091P			
RNU6-1092P	RNU6-1092P			
RNU6-1093P	RNU6-1093P			
RNU6-1095P	RNU6-1095P			
RNU6-1096P	RNU6-1096P			
RNU6-1097P	RNU6-1097P			
RNU6-1099P	RNU6-1099P			
RNU6-1100P	RNU6-1100P			
RNU6-1101P	RNU6-1101P			
RNU6-1103P	RNU6-1103P			
RNU6-1104P	RNU6-1104P			
RNU6-1105P	RNU6-1105P			
RNU6-1107P	RNU6-1107P			
RNU6-1108P	RNU6-1108P			
RNU6-1109P	RNU6-1109P			
RNU6-110P	RNU6-110P			
RNU6-1111P	RNU6-1111P			
RNU6-1112P	RNU6-1112P			
RNU6-1113P	RNU6-1113P			
RNU6-1114P	RNU6-1114P			
RNU6-1115P	RNU6-1115P			
RNU6-1116P	RNU6-1116P			
RNU6-1117P	RNU6-1117P			
RNU6-1119P	RNU6-1119P			
RNU6-111P	RNU6-111P			
RNU6-1120P	RNU6-1120P			
RNU6-1123P	RNU6-1123P			
RNU6-1124P	RNU6-1124P			
RNU6-1125P	RNU6-1125P			
RNU6-1126P	RNU6-1126P			
RNU6-1127P	RNU6-1127P			
RNU6-1128P	RNU6-1128P			
RNU6-112P	RNU6-112P			
RNU6-1130P	RNU6-1130P			
RNU6-1131P	RNU6-1131P			
RNU6-1132P	RNU6-1132P			
RNU6-1133P	RNU6-1133P			
RNU6-1134P	RNU6-1134P			
RNU6-1135P	RNU6-1135P			
RNU6-1136P	RNU6-1136P			
RNU6-1137P	RNU6-1137P			
RNU6-1138P	RNU6-1138P			
RNU6-113P	RNU6-113P			
RNU6-1141P	RNU6-1141P			
RNU6-1143P	RNU6-1143P			
RNU6-1146P	RNU6-1146P			
RNU6-1147P	RNU6-1147P			
RNU6-1148P	RNU6-1148P			
RNU6-1149P	RNU6-1149P			
RNU6-114P	RNU6-114P			
RNU6-1150P	RNU6-1150P			
RNU6-1151P	RNU6-1151P			
RNU6-1152P	RNU6-1152P			
RNU6-1154P	RNU6-1154P			
RNU6-1155P	RNU6-1155P			
RNU6-1156P	RNU6-1156P			
RNU6-1157P	RNU6-1157P			
RNU6-1158P	RNU6-1158P			
RNU6-1159P	RNU6-1159P			
RNU6-115P	RNU6-115P			
RNU6-1160P	RNU6-1160P			
RNU6-1161P	RNU6-1161P			
RNU6-1162P	RNU6-1162P			
RNU6-1163P	RNU6-1163P			
RNU6-1165P	RNU6-1165P			
RNU6-1167P	RNU6-1167P			
RNU6-1168P	RNU6-1168P			
RNU6-1169P	RNU6-1169P			
RNU6-1170P	RNU6-1170P			
RNU6-1172P	RNU6-1172P			
RNU6-1174P	RNU6-1174P			
RNU6-1175P	RNU6-1175P			
RNU6-1178P	RNU6-1178P			
RNU6-1180P	RNU6-1180P			
RNU6-1181P	RNU6-1181P			
RNU6-1184P	RNU6-1184P			
RNU6-1187P	RNU6-1187P			
RNU6-1188P	RNU6-1188P			
RNU6-118P	RNU6-118P			
RNU6-1190P	RNU6-1190P			
RNU6-1195P	RNU6-1195P			
RNU6-1197P	RNU6-1197P			
RNU6-1199P	RNU6-1199P			
RNU6-119P	RNU6-119P			
RNU6-1200P	RNU6-1200P			
RNU6-1203P	RNU6-1203P			
RNU6-1204P	RNU6-1204P			
RNU6-1205P	RNU6-1205P			
RNU6-1206P	RNU6-1206P			
RNU6-1207P	RNU6-1207P			
RNU6-120P	RNU6-120P			
RNU6-1210P	RNU6-1210P			
RNU6-1211P	RNU6-1211P			
RNU6-1212P	RNU6-1212P			
RNU6-1214P	RNU6-1214P			
RNU6-1215P	RNU6-1215P			
RNU6-1216P	RNU6-1216P			
RNU6-1218P	RNU6-1218P			
RNU6-1219P	RNU6-1219P			
RNU6-121P	RNU6-121P			
RNU6-1220P	RNU6-1220P			
RNU6-1224P	RNU6-1224P			
RNU6-1226P	RNU6-1226P			
RNU6-1227P	RNU6-1227P			
RNU6-1228P	RNU6-1228P			
RNU6-1229P	RNU6-1229P			
RNU6-122P	RNU6-122P			
RNU6-1230P	RNU6-1230P			
RNU6-1231P	RNU6-1231P			
RNU6-1233P	RNU6-1233P			
RNU6-1234P	RNU6-1234P			
RNU6-1237P	RNU6-1237P			
RNU6-1238P	RNU6-1238P			
RNU6-123P	RNU6-123P			
RNU6-1240P	RNU6-1240P			
RNU6-1241P	RNU6-1241P			
RNU6-1242P	RNU6-1242P			
RNU6-1243P	RNU6-1243P			
RNU6-1244P	RNU6-1244P			
RNU6-1245P	RNU6-1245P			
RNU6-1246P	RNU6-1246P			
RNU6-124P	RNU6-124P			
RNU6-1250P	RNU6-1250P			
RNU6-1251P	RNU6-1251P			
RNU6-1252P	RNU6-1252P			
RNU6-1254P	RNU6-1254P			
RNU6-1256P	RNU6-1256P			
RNU6-1257P	RNU6-1257P			
RNU6-125P	RNU6-125P			
RNU6-1260P	RNU6-1260P			
RNU6-1261P	RNU6-1261P			
RNU6-1263P	RNU6-1263P			
RNU6-1264P	RNU6-1264P			
RNU6-1265P	RNU6-1265P			
RNU6-1266P	RNU6-1266P			
RNU6-1267P	RNU6-1267P			
RNU6-1268P	RNU6-1268P			
RNU6-1270P	RNU6-1270P			
RNU6-1271P	RNU6-1271P			
RNU6-1272P	RNU6-1272P			
RNU6-1273P	RNU6-1273P			
RNU6-1274P	RNU6-1274P			
RNU6-1275P	RNU6-1275P			
RNU6-1276P	RNU6-1276P			
RNU6-1277P	RNU6-1277P			
RNU6-1278P	RNU6-1278P			
RNU6-1279P	RNU6-1279P			
RNU6-127P	RNU6-127P			
RNU6-1280P	RNU6-1280P			
RNU6-1281P	RNU6-1281P			
RNU6-1283P	RNU6-1283P			
RNU6-1284P	RNU6-1284P			
RNU6-1285P	RNU6-1285P			
RNU6-1286P	RNU6-1286P			
RNU6-1287P	RNU6-1287P			
RNU6-1288P	RNU6-1288P			
RNU6-1289P	RNU6-1289P			
RNU6-1290P	RNU6-1290P			
RNU6-1294P	RNU6-1294P			
RNU6-1297P	RNU6-1297P			
RNU6-1299P	RNU6-1299P			
RNU6-129P	RNU6-129P			
RNU6-1300P	RNU6-1300P			
RNU6-1301P	RNU6-1301P			
RNU6-1303P	RNU6-1303P			
RNU6-1305P	RNU6-1305P			
RNU6-1306P	RNU6-1306P			
RNU6-1307P	RNU6-1307P			
RNU6-1308P	RNU6-1308P			
RNU6-130P	RNU6-130P			
RNU6-1310P	RNU6-1310P			
RNU6-1311P	RNU6-1311P			
RNU6-1312P	RNU6-1312P			
RNU6-1313P	RNU6-1313P			
RNU6-1314P	RNU6-1314P			
RNU6-1315P	RNU6-1315P			
RNU6-1317P	RNU6-1317P			
RNU6-131P	RNU6-131P			
RNU6-1320P	RNU6-1320P			
RNU6-1321P	RNU6-1321P			
RNU6-1324P	RNU6-1324P			
RNU6-1325P	RNU6-1325P			
RNU6-1326P	RNU6-1326P			
RNU6-1327P	RNU6-1327P			
RNU6-1328P	RNU6-1328P			
RNU6-1329P	RNU6-1329P			
RNU6-1330P	RNU6-1330P			
RNU6-1334P	RNU6-1334P			
RNU6-1336P	RNU6-1336P			
RNU6-1338P	RNU6-1338P			
RNU6-1339P	RNU6-1339P			
RNU6-133P	RNU6-133P			
RNU6-1340P	RNU6-1340P			
RNU6-135P	RNU6-135P			
RNU6-136P	RNU6-136P			
RNU6-137P	RNU6-137P			
RNU6-138P	RNU6-138P			
RNU6-139P	RNU6-139P			
RNU6-140P	RNU6-140P			
RNU6-141P	RNU6-141P			
RNU6-142P	RNU6-142P			
RNU6-145P	RNU6-145P			
RNU6-146P	RNU6-146P			
RNU6-147P	RNU6-147P			
RNU6-14P	RNU6-14P			
RNU6-151P	RNU6-151P			
RNU6-152P	RNU6-152P			
RNU6-153P	RNU6-153P			
RNU6-154P	RNU6-154P			
RNU6-155P	RNU6-155P			
RNU6-157P	RNU6-157P			
